id,family,genus,species,location,sitename,habitat,lat,long,date,weight,tl,sl,intestine_length,intestine_diameter,intestine_surface,trophic_guild_predicted,troph,level_troph,elongation,level_elon,MaxLengthTL
MOO19_F1243,Lutjanidae,Lutjanus,Lutjanus kasmira,Moorea,CookPass2,Slope,-17.53842,-149.9146,20/06/2019,138.4,224,192,117.063,4.442,1633.608847,7,3.78,species,2.71,species,40
MOO19_F1244,Lutjanidae,Aphareus,Aphareus furca,Moorea,CookPass2,Slope,-17.53842,-149.9146,20/06/2019,151.3,275,204,151.112,2.991,1419.924456,4,4.14,species,3.38,species,70
MOO19_F1248,Acanthuridae,Zebrasoma,Zebrasoma velifer,Moorea,Greenhouse,Slope,-17.47591,-149.82428,21/06/2019,130.4,209,182,661.957,5.0128,10424.61511,2,2,species,1.82,species,48.8
MOO19_F1250,Acanthuridae,Acanthurus,Acanthurus achilles,Moorea,Greenhouse,Slope,-17.47591,-149.82428,21/06/2019,64.7,168,128,463.209,3.3502,4875.257914,2,2,species,1.81,species,24
MOO19_F1251,Acanthuridae,Acanthurus,Acanthurus achilles,Moorea,Greenhouse,Slope,-17.47591,-149.82428,21/06/2019,202.8,215,162,639.186,3.8639,7758.950924,2,2,species,1.81,species,24
MOO19_F1253,Acanthuridae,Acanthurus,Acanthurus nigrofuscus,Moorea,Greenhouse,Slope,-17.47591,-149.82428,21/06/2019,30,109,90,466.414,2.7046,3963.00385,2,2,species,1.99,species,21
MOO19_F1254,Siganidae,Siganus,Siganus spinus,Moorea,Greenhouse,Slope,-17.47591,-149.82428,21/06/2019,193.2,215,198,733.268,8.4792,19532.93409,2,2.04,species,2.67,species,28
MOO19_F1255,Siganidae,Siganus,Siganus spinus,Moorea,Greenhouse,Slope,-17.47591,-149.82428,21/06/2019,209.4,223,200,727.528,8.235,18821.88817,2,2.04,species,2.67,species,28
MOO19_F1256,Pomacentridae,Abudefduf,Abudefduf sordidus,Moorea,Greenhouse,Slope,-17.47591,-149.82428,21/06/2019,179.9,185,160,321.985,4.976,5033.451456,5,3.24,species,1.67,species,24
MOO19_F1257,Serranidae,Pseudanthias,Pseudanthias pascalus,Moorea,Greenhouse,Slope,-17.47591,-149.82428,21/06/2019,15.9,112,97,100.184,1.7915,563.8519059,7,3.33,species,3.18,species,20
MOO19_F1258,Balistidae,Rhinecanthus,Rhinecanthus lunula,Moorea,Greenhouse,Slope,-17.47591,-149.82428,21/06/2019,283.7,251,226,363.52,5.172,5906.58827,5,3.36,genus,2.39,species,28
MOO19_F1259,Labridae,Thalassoma,Thalassoma purpureum,Moorea,Greenhouse,Slope,-17.47591,-149.82428,21/06/2019,324.6,270,256,196.896,5.1674,3196.383256,5,3.75,species,3.12,species,46
MOO19_F1260,Labridae,Thalassoma,Thalassoma purpureum,Moorea,Greenhouse,Slope,-17.47591,-149.82428,21/06/2019,280.1,260,235,174.924,6.2111,3413.247604,5,3.75,species,3.12,species,46
MOO19_F1261,Labridae,Coris,Coris gaimard,Moorea,Greenhouse,Slope,-17.47591,-149.82428,21/06/2019,123.8,200,180,177.925,4.1379,2312.953161,6,3.4,species,3.54,species,40
MOO19_F1262,Labridae,Oxycheilinus,Oxycheilinus unifasciatus,Moorea,Greenhouse,Slope,-17.47591,-149.82428,21/06/2019,247.8,250,220,97.199,5.1673,1577.884994,7,4.06,species,2.91,species,46
MOO19_F1263,Serranidae,Epinephelus,Epinephelus fasciatus,Moorea,Greenhouse,Slope,-17.47591,-149.82428,21/06/2019,395,190,160,256.539,2.8658,2309.665826,7,3.85,species,3.12,species,40
MOO19_F1264,Holocentridae,Sargocentron,Sargocentron tiere,Moorea,Greenhouse,Slope,-17.47591,-149.82428,21/06/2019,133.8,200,176,203.962,2.7868,1785.685353,7,4.18,species,2.76,species,33
MOO19_F1265,Carangidae,Caranx,Caranx melampygus,Moorea,Greenhouse,Slope,-17.47591,-149.82428,21/06/2019,1000,419,391,134.552,3.4812,1471.529609,4,4.28,species,2.76,species,129.87
MOO19_F1266,Carangidae,Caranx,Caranx melampygus,Moorea,Greenhouse,Slope,-17.47591,-149.82428,21/06/2019,880,389,360,112.704,3.1908,1129.766742,4,4.28,species,2.76,species,129.87
MOO19_F1267,Chaetodontidae,Forcipiger,Forcipiger longirostris,Moorea,Tamaecalm,Slope,-17.50766,-149.76038,21/06/2019,33.4,170,155,211.617,2.1172,1407.545074,7,3.5,species,2.25,species,22
MOO19_F1268,Chaetodontidae,Forcipiger,Forcipiger longirostris,Moorea,Tamaecalm,Slope,-17.50766,-149.76038,21/06/2019,32.4,170,152,228.104,2.2397,1604.991083,7,3.5,species,2.25,species,22
MOO19_F1269,Chaetodontidae,Forcipiger,Forcipiger longirostris,Moorea,Tamaecalm,Slope,-17.50766,-149.76038,21/06/2019,38.5,190,170,220.741,1.8353,1272.740731,7,3.5,species,2.25,species,22
MOO19_F1270,Pomacentridae,Chromis,Chromis xanthura,Moorea,Tamaecalm,Slope,-17.50766,-149.76038,21/06/2019,28.4,120,90,84.316,1.6054,425.2488291,8,3.4,species,2.26,species,17
MOO19_F1271,Chaetodontidae,Hemitaurichthys,Hemitaurichthys polylepis,Moorea,Tamaecalm,Slope,-17.50766,-149.76038,21/06/2019,56.2,140,111,316.279,2.6605,2643.525432,8,3.4,species,1.6,species,18
MOO19_F1272,Hemiramphidae,Hemiramphus,Hemiramphus depauperatus,Moorea,Tamaecalm,Slope,-17.50766,-149.76038,21/06/2019,30.3,230,220,84.782,4.7206,1257.33421,NA,3.35,genus,8.58,species,42.21
MOO19_F1274,Pomacentridae,Chromis,Chromis acares,Moorea,Tamaecalm,Slope,-17.50766,-149.76038,21/06/2019,0.9,38,30,27.827,0.8596,75.1471765,8,3.08,genus,2.53,species,4.88
MOO19_F1275,Serranidae,Pseudanthias,Pseudanthias pascalus,Moorea,Tamaecalm,Slope,-17.50766,-149.76038,21/06/2019,20.2,140,97,94.387,2.4738,733.5447962,7,3.33,species,3.18,species,20
MOO19_F1276,Labridae,Oxycheilinus,Oxycheilinus unifasciatus,Moorea,Tamaecalm,Slope,-17.50766,-149.76038,21/06/2019,86.5,190,168,80.507,4.9836,1260.453108,7,4.06,species,2.91,species,46
MOO19_F1277,Serranidae,Variola,Variola louti,Moorea,Tamaecalm,Slope,-17.50766,-149.76038,21/06/2019,745,420,350,284.842,3.9366,3522.696171,4,4,species,3.12,species,83
MOO19_F1278,Acanthuridae,Naso,Naso vlamingii,Moorea,Tamaecalm,Slope,-17.50766,-149.76038,21/06/2019,470,450,280,757.432,6.6118,15733.06113,2,2.16,species,2.55,species,60
MOO19_F1279,Acanthuridae,Naso,Naso vlamingii,Moorea,Tamaecalm,Slope,-17.50766,-149.76038,21/06/2019,490,450,290,719.069,7.8764,17792.96,2,2.16,species,2.55,species,60
MOO19_F1280,Acanthuridae,Acanthurus,Acanthurus nigrofuscus,Moorea,Hexagonatus,Slope,-17.52827,-149.7619,22/06/2019,14.1,115,82,356.422,2.4819,2779.064679,2,2,species,1.99,species,21
MOO19_F1281,Acanthuridae,Acanthurus,Acanthurus nigroris,Moorea,Hexagonatus,Slope,-17.52827,-149.7619,22/06/2019,51.9,156,133,375.847,3.6985,4367.034107,2,2,species,2.01,species,25
MOO19_F1282,Acanthuridae,Acanthurus,Acanthurus nigroris,Moorea,Hexagonatus,Slope,-17.52827,-149.7619,22/06/2019,33.2,126,98,563.677,3.6603,6481.818544,2,2,species,2.01,species,25
MOO19_F1283,Acanthuridae,Acanthurus,Acanthurus thompsoni,Moorea,Hexagonatus,Slope,-17.52827,-149.7619,22/06/2019,84.4,208,155,320.607,4.4394,4471.437356,8,3.64,species,2.14,species,27
MOO19_F1284,Acanthuridae,Acanthurus,Acanthurus thompsoni,Moorea,Hexagonatus,Slope,-17.52827,-149.7619,22/06/2019,101.9,209,151,232.034,4.1349,3014.161445,8,3.64,species,2.14,species,27
MOO19_F1285,Chaetodontidae,Forcipiger,Forcipiger longirostris,Moorea,Hexagonatus,Slope,-17.52827,-149.7619,22/06/2019,47.4,222,189,233.671,3.4237,2513.335078,7,3.5,species,2.25,species,22
MOO19_F1286,Chaetodontidae,Forcipiger,Forcipiger longirostris,Moorea,Hexagonatus,Slope,-17.52827,-149.7619,22/06/2019,51.5,206,174,294.965,1.9815,1836.176546,7,3.5,species,2.25,species,22
MOO19_F1288,Pomacentridae,Chromis,Chromis xanthura,Moorea,Hexagonatus,Slope,-17.52827,-149.7619,22/06/2019,52.7,156,121,120.075,2.752,1038.127983,8,3.4,species,2.26,species,17
MOO19_F1289,Serranidae,Pseudanthias,Pseudanthias pascalus,Moorea,Hexagonatus,Slope,-17.52827,-149.7619,22/06/2019,25,152,110,100.647,2.0733,655.5606161,7,3.33,species,3.18,species,20
MOO19_F1290,Pomacanthidae,Pomacanthus,Pomacanthus imperator,Moorea,Hexagonatus,Slope,-17.52827,-149.7619,22/06/2019,266.3,205,185,798.325,4.2108,10560.73674,1,2.7,species,1.75,species,48.8
MOO19_F1291,Monacanthidae,Amanses,Amanses scopas,Moorea,Hexagonatus,Slope,-17.52827,-149.7619,22/06/2019,79,158,142,358.574,5.0879,5731.485995,3,3.05,family,1.57,species,20
MOO19_F1292,Labridae,Hemigymnus,Hemigymnus fasciatus,Moorea,Hexagonatus,Slope,-17.52827,-149.7619,22/06/2019,75.8,177,161,167.316,3.1052,1632.213342,8,3.5,species,2.47,species,30
MOO19_F1293,Labridae,Hemigymnus,Hemigymnus fasciatus,Moorea,Hexagonatus,Slope,-17.52827,-149.7619,22/06/2019,67.2,182,154,148.618,3.9861,1861.098997,8,3.5,species,2.47,species,30
MOO19_F1294,Serranidae,Epinephelus,Epinephelus hexagonatus,Moorea,Hexagonatus,Slope,-17.52827,-149.7619,22/06/2019,156.1,225,200,215.734,3.2409,2196.514626,4,4.05,species,3.14,species,27.5
MOO19_F1296,Labridae,Scarus,Scarus rubroviolaceus,Moorea,Titouan2,Slope,-17.49292,-149.92569,22/06/2019,975,374,319,930.919,11.1779,32690.53191,2,2,species,2.86,species,70
MOO19_F1297,Labridae,Scarus,Scarus altipinnis,Moorea,Titouan2,Slope,-17.49292,-149.92569,22/06/2019,900,399,328,772.893,11.4379,27772.53622,2,2,species,2.4,species,60
MOO19_F1298,Ephippidae,Platax,Platax orbicularis,Moorea,Titouan4,Slope,-17.476988,-149.84579,22/06/2019,1410,334,304,1283.582,6.9803,28148.00238,NA,3.33,species,1.38,species,60
MOO19_F1299,Balistidae,Rhinecanthus,Rhinecanthus lunula,Moorea,Titouan2,Slope,-17.49292,-149.92569,22/06/2019,238.6,252,217,338.328,6.5125,6922.063045,5,3.36,genus,2.39,species,28
MOO19_F1300,Serranidae,Cephalopholis,Cephalopholis sexmaculata,Moorea,Titouan3,Slope,-17.491213,-149.53042,22/06/2019,298.9,298,247,239.601,3.3993,2558.750811,4,4,species,2.7,species,50
MOO19_F1301,Lethrinidae,Lethrinus,Lethrinus xanthochilus,Moorea,Titouan3,Slope,-17.491213,-149.53042,22/06/2019,805,403,445,182.157,11.4971,6579.366007,4,3.75,species,3.34,species,77.7
MOO19_F1302,Carangidae,Scomberoides,Scomberoides lysan,Moorea,Titouan2,Slope,-17.49292,-149.92569,22/06/2019,360.8,409,358,183.22,3.979,2290.322769,4,4.04,species,4.07,species,110
MOO19_F1305,Kyphosidae,Kyphosus,Kyphosus cinerascens,Moorea,Sofitel,Pass,-17.47605,-149.79761,23/06/2019,1065,395,334,1507.462,9.9248,47002.18092,2,2.85,species,2.34,species,56.28
MOO19_F1306,Kyphosidae,Kyphosus,Kyphosus cinerascens,Moorea,Sofitel,Pass,-17.47605,-149.79761,23/06/2019,890,365,311,1310.692,8.9726,36946.11933,2,2.85,species,2.34,species,56.28
MOO19_F1307,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon dickii,Moorea,Sofitel,Pass,-17.47605,-149.79761,23/06/2019,13.5,107,86,288.792,2.2847,2072.832516,2,3.24,species,1.87,species,11
MOO19_F1308,Acanthuridae,Acanthurus,Acanthurus nigroris,Moorea,Sofitel,Pass,-17.47605,-149.79761,23/06/2019,59.5,152,124,634.314,3.0677,6113.178202,2,2,species,2.01,species,25
MOO19_F1309,Chaetodontidae,Chaetodon,Chaetodon trifascialis,Moorea,Sofitel,Pass,-17.47605,-149.79761,23/06/2019,50.3,135,113,657.635,2.2601,4669.414706,3,3.34,species,1.82,species,18
MOO19_F1311,Blenniidae,Exallias,Exallias brevis,Moorea,Sofitel,Pass,-17.47605,-149.79761,23/06/2019,29.5,120,94,345.933,2.5444,2765.204486,2,3.13,species,2.63,species,14.5
MOO19_F1312,Labridae,Oxycheilinus,Oxycheilinus unifasciatus,Moorea,Sofitel,Pass,-17.47605,-149.79761,23/06/2019,148.6,219,192,104.286,6.3227,2071.469096,7,4.06,species,2.91,species,46
MOO19_F1313,Labridae,Hemigymnus,Hemigymnus fasciatus,Moorea,Sofitel,Pass,-17.47605,-149.79761,23/06/2019,142.4,220,186,170.635,5.3173,2850.421947,8,3.5,species,2.47,species,30
MOO19_F1314,Acanthuridae,Naso,Naso vlamingii,Moorea,Sofitel,Pass,-17.47605,-149.79761,23/06/2019,705,549,345,925.767,7.4344,21622.08113,2,2.16,species,2.55,species,60
MOO19_F1315,Labridae,Halichoeres,Halichoeres marginatus,Moorea,Sofitel,Pass,-17.47605,-149.79761,23/06/2019,57.9,168,135,254.73,3.798,3039.379491,5,3.53,genus,2.85,species,18
MOO19_F1316,Cirrhitidae,Cirrhitus,Cirrhitus pinnulatus,Moorea,Sofitel,Pass,-17.47605,-149.79761,23/06/2019,65.4,149,135,153.079,2.3779,1143.560316,7,3.94,species,2.98,species,30
MOO19_F1317,Scorpaenidae,Pterois,Pterois radiata,Moorea,Sofitel,Pass,-17.47605,-149.79761,23/06/2019,103,196,152,109.398,2.615,898.7335374,7,3.57,species,2.54,species,24
MOO19_F1318,Serranidae,Epinephelus,Epinephelus hexagonatus,Moorea,Sofitel,Pass,-17.47605,-149.79761,23/06/2019,103.4,207,174,165.593,2.1576,1122.439083,4,4.05,species,3.14,species,27.5
MOO19_F1319,Serranidae,Epinephelus,Epinephelus fasciatus,Moorea,Sofitel,Pass,-17.47605,-149.79761,23/06/2019,201.2,256,212,256.316,4.2565,3427.506029,7,3.85,species,3.12,species,40
MOO19_F1320,Fistulariidae,Fistularia,Fistularia commersonii,Moorea,Sofitel,Pass,-17.47605,-149.79761,23/06/2019,137,872,611,172.807,3.631,1971.230691,4,4.28,species,29.69,species,160
MOO19_F1321,Lutjanidae,Lutjanus,Lutjanus monostigma,Moorea,Sofitel,Pass,-17.47605,-149.79761,23/06/2019,785,398,346,245.049,4.3303,3333.656072,7,4.27,species,2.98,species,60
MOO19_F1322,Chaetodontidae,Chaetodon,Chaetodon trifascialis,Moorea,HapPass3,Pass,-17.56833,-149.87787,24/06/2019,38.4,124,101,800.474,1.9323,4859.277004,3,3.34,species,1.82,species,18
MOO19_F1323,Chaetodontidae,Chaetodon,Chaetodon mertensii,Moorea,HapPass3,Pass,-17.56833,-149.87787,24/06/2019,30.6,128,109,207.382,2.3424,1526.09648,3,2.95,species,1.73,species,12.5
MOO19_F1324,Chaetodontidae,Chaetodon,Chaetodon mertensii,Moorea,HapPass3,Pass,-17.56833,-149.87787,24/06/2019,27.2,114,92,383.218,1.6756,2017.279729,3,2.95,species,1.73,species,12.5
MOO19_F1325,Chaetodontidae,Chaetodon,Chaetodon mertensii,Moorea,HapPass3,Pass,-17.56833,-149.87787,24/06/2019,28.2,125,109,329.05,2.3462,2425.363281,3,2.95,species,1.73,species,12.5
MOO19_F1326,Kyphosidae,Kyphosus,Kyphosus vaigiensis,Moorea,HapPass3,Pass,-17.56833,-149.87787,24/06/2019,1130,403,342,1100.835,8.8536,30619.07022,2,2.83,species,2.21,species,70
MOO19_F1327,Acanthuridae,Zebrasoma,Zebrasoma velifer,Moorea,HapPass3,Pass,-17.56833,-149.87787,24/06/2019,213.3,242,201,712.591,4.9913,11173.87682,2,2,species,1.82,species,48.8
MOO19_F1328,Tetraodontidae,Canthigaster,Canthigaster valentini,Moorea,HapPass3,Pass,-17.56833,-149.87787,24/06/2019,14.1,102,73,179.557,1.8572,1047.637145,1,2.84,species,1.95,species,11
MOO19_F1329,Monacanthidae,Aluterus,Aluterus scriptus,Moorea,HapPass3,Pass,-17.56833,-149.87787,24/06/2019,1105,616,432,1112.769,11.2811,39437.22426,3,3.02,species,2.88,species,110
MOO19_F1330,Ostraciidae,Ostracion,Ostracion cubicus,Moorea,HapPass3,Pass,-17.56833,-149.87787,24/06/2019,495,298,240,814.52,6.5788,16834.42585,2,3.37,species,2.77,species,45
MOO19_F1331,Ostraciidae,Ostracion,Ostracion cubicus,Moorea,HapPass3,Pass,-17.56833,-149.87787,24/06/2019,625,297,241,635.548,7.1624,14300.68368,2,3.37,species,2.77,species,45
MOO19_F1332,Synodontidae,Synodus,Synodus binotatus,Moorea,HapPass3,Pass,-17.56833,-149.87787,24/06/2019,93.1,229,202,145.809,1.3462,616.6571769,4,4.31,genus,4.59,species,18
MOO19_F1333,Bothidae,Bothus,Bothus mancus,Moorea,HapPass3,Pass,-17.56833,-149.87787,24/06/2019,680,405,356,215.502,3.8179,2584.792749,4,4.12,species,1.77,species,27.78
MOO19_F1334,Mullidae,Mulloidichthys,Mulloidichthys vanicolensis,Moorea,HapPass3,Pass,-17.56833,-149.87787,24/06/2019,64.4,187,152,94.922,2.3588,703.408921,7,3.6,species,3.79,species,38
MOO19_F1335,Caesionidae,Pterocaesio,Pterocaesio tile,Moorea,HapPass3,Pass,-17.56833,-149.87787,24/06/2019,161,265,216,273.153,3.8195,3277.648382,NA,3.33,species,4.12,species,30
MOO19_F1336,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,HapPass2,Pass,-17.559904,-149.887441,24/06/2019,2.5,51,37,98.644,1.4509,449.6328446,8,3.35,species,1.84,species,10
MOO19_F1337,Pomacentridae,Abudefduf,Abudefduf sordidus,Moorea,HapPass2,Pass,-17.559904,-149.887441,24/06/2019,209.8,228,174,563.673,7.2602,12856.58691,5,3.24,species,1.67,species,24
MOO19_F1338,Kyphosidae,Kyphosus,Kyphosus vaigiensis,Moorea,HapPass2,Pass,-17.559904,-149.887441,24/06/2019,460,323,265,937.65,7.237,21318.13476,2,2.83,species,2.21,species,70
MOO19_F1339,Ostraciidae,Ostracion,Ostracion meleagris,Moorea,HapPass2,Pass,-17.559904,-149.887441,24/06/2019,32.9,117,100,433.819,2.7726,3778.728251,1,2.71,species,2.83,species,25
MOO19_F1340,Monacanthidae,Aluterus,Aluterus scriptus,Moorea,HapPass2,Pass,-17.559904,-149.887441,24/06/2019,192.4,328,242,957.317,9.1336,27469.3025,3,3.02,species,2.88,species,110
MOO19_F1341,Mullidae,Parupeneus,Parupeneus ciliatus,Moorea,HapPass2,Pass,-17.559904,-149.887441,24/06/2019,570,358,305,220.583,4.2889,2972.130209,7,3.32,species,3.4,species,38
MOO19_F1342,Labridae,Halichoeres,Halichoeres marginatus,Moorea,HapPass2,Pass,-17.559904,-149.887441,24/06/2019,32.1,132,114,206.721,2.3262,1510.711452,5,3.53,genus,2.85,species,18
MOO19_F1344,Fistulariidae,Fistularia,Fistularia commersonii,Moorea,HapPass2,Pass,-17.559904,-149.887441,24/06/2019,108.3,702,561,160.985,3.5528,1796.826089,4,4.28,species,29.69,species,160
MOO19_F1345,Chaetodontidae,Chaetodon,Chaetodon trichrous,Moorea,RedMarker,Pass,-17.4909,-149.85812,24/06/2019,32.9,109,88,336.703,2.7831,2943.917735,8,3.13,genus,1.53,species,12
MOO19_F1346,Chaetodontidae,Chaetodon,Chaetodon trichrous,Moorea,RedMarker,Pass,-17.4909,-149.85812,24/06/2019,41.2,120,102,423.301,2.8424,3779.93526,8,3.13,genus,1.53,species,12
MOO19_F1347,Chaetodontidae,Chaetodon,Chaetodon bennetti,Moorea,HapPass1,Pass,-17.540904,-149.907853,24/06/2019,110.8,163,142,863.135,2.9707,8055.405301,3,3.06,species,1.55,species,20
MOO19_F1348,Pomacentridae,Abudefduf,Abudefduf sordidus,Moorea,HapPass1,Pass,-17.540904,-149.907853,24/06/2019,91.1,154,128,358.453,6.1692,6947.218241,5,3.24,species,1.67,species,24
MOO19_F1349,Balistidae,Balistoides,Balistoides viridescens,Moorea,HapPass2,Pass,-17.559904,-149.887441,24/06/2019,620,289,255,470.041,9.2178,13611.7165,6,3.33,species,1.96,species,75
MOO19_F1351,Labridae,Cheilio,Cheilio inermis,Moorea,HapPass1,Pass,-17.540904,-149.907853,24/06/2019,154.6,322,282,129.004,4.014,1626.785967,4,3.49,species,7.11,species,61
MOO19_F726,Labridae,Scarus,Scarus forsteni,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,585,362,259,637.95,6.2846,12595.46355,2,2,species,2.87,species,55
MOO19_F727,Labridae,Scarus,Scarus forsteni,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,485,330,229,552.146,9.9223,17211.39837,2,2,species,2.87,species,55
MOO19_F728,Ephippidae,Platax,Platax orbicularis,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,965,296,238,1062.544,7.6433,25513.95011,NA,3.33,species,1.38,species,60
MOO19_F729,Labridae,Scarus,Scarus oviceps,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,162.2,215,163,318.028,6.6984,6692.468087,2,2.05,genus,2.91,species,35
MOO19_F730,Labridae,Scarus,Scarus globiceps,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,137.1,200,145,883.016,4.7745,13244.82862,2,2,species,2.76,species,45
MOO19_F731,Labridae,Scarus,Scarus schlegeli,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,126.1,193,151,353.016,7.0416,7809.363056,2,2.75,species,2.99,species,40
MOO19_F732,Pomacanthidae,Pomacanthus,Pomacanthus imperator,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,375,225,181,1468.374,5.331,24592.07877,1,2.7,species,1.75,species,48.8
MOO19_F733,Pomacanthidae,Pygoplites,Pygoplites diacanthus,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,265.6,221,179,1288.907,4.8424,19607.94662,1,2.69,species,1.81,species,30.5
MOO19_F734,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,18.6,96,74,349.165,1.9073,2092.182598,3,2.98,species,1.68,species,13
MOO19_F735,Balistidae,Rhinecanthus,Rhinecanthus rectangulus,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,77.8,149,117,237.863,3.9184,2928.097491,5,3.36,genus,2.15,species,30
MOO19_F736,Monacanthidae,Cantherhines,Cantherhines sandwichiensis,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,43.9,115,91,400.873,3.2631,4109.481807,1,2.66,species,1.73,species,19.3
MOO19_F737,Lutjanidae,Aphareus,Aphareus furca,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,281,287,210,173.263,3.6888,2007.894138,4,4.14,species,3.38,species,70
MOO19_F738,Pempheridae,Pempheris,Pempheris oualensis,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,101.7,205,158,162.092,2.2129,1126.868509,5,3.58,species,2.46,species,22
MOO19_F739,Lutjanidae,Aphareus,Aphareus furca,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,137.7,239,171,122.749,3.2908,1269.022505,4,4.14,species,3.38,species,70
MOO19_F740,Mullidae,Parupeneus,Parupeneus insularis,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,550,365,286,218.839,4.1604,2860.287459,7,3.88,species,3.05,species,30
MOO19_F741,Holocentridae,Sargocentron,Sargocentron spiniferum,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,317.5,260,209,237.327,6.9011,5145.354985,7,3.8,species,2.46,species,56.61
MOO19_F742,Mullidae,Parupeneus,Parupeneus insularis,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,344.3,302,241,195.083,3.9538,2423.170624,7,3.88,species,3.05,species,30
MOO19_F743,Serranidae,Variola,Variola louti,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,395,315,227,207.293,2.9512,1921.910466,4,4,species,3.12,species,83
MOO19_F744,Cirrhitidae,Paracirrhites,Paracirrhites forsteri,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,113.8,183,144,172.582,2.9635,1606.757374,7,4.3,species,2.92,species,22
MOO19_F745,Holocentridae,Sargocentron,Sargocentron spiniferum,Moorea,Lemon,Slope,-17.47996,-149.47996,25/05/2019,196.4,227,178,217.229,6.2295,4251.291318,7,3.8,species,2.46,species,56.61
MOO19_F746,Labridae,Scarus,Scarus forsteni,Moorea,Mayor,Lagoon,-17.508779,-149.756477,26/05/2019,225.8,235,164,502.855,6.7553,10671.79038,2,2,species,2.87,species,55
MOO19_F747,Acanthuridae,Acanthurus,Acanthurus nigrofuscus,Moorea,Mayor,Lagoon,-17.508779,-149.756477,26/05/2019,49.6,149,104,527.182,3.711,6146.125166,2,2,species,1.99,species,21
MOO19_F748,Holocentridae,Sargocentron,Sargocentron spiniferum,Moorea,Mayor,Lagoon,-17.508779,-149.756477,26/05/2019,175.7,222,175,212.694,2.9012,1938.57577,7,3.8,species,2.46,species,56.61
MOO19_F749,Chaetodontidae,Chaetodon,Chaetodon unimaculatus,Moorea,Mayor,Lagoon,-17.508779,-149.756477,26/05/2019,51.3,119,98,547.334,4.473,7691.325618,3,3.21,species,1.52,species,20
MOO19_F750,Siganidae,Siganus,Siganus spinus,Moorea,Mayor,Lagoon,-17.508779,-149.756477,26/05/2019,163.3,208,158,712.084,7.4753,16722.82815,2,2.04,species,2.67,species,28
MOO19_F751,Siganidae,Siganus,Siganus spinus,Moorea,Mayor,Lagoon,-17.508779,-149.756477,26/05/2019,126.4,195,151,694.36,5.3744,11723.69614,2,2.04,species,2.67,species,28
MOO19_F752,Pomacanthidae,Pygoplites,Pygoplites diacanthus,Moorea,Mayor,Lagoon,-17.508779,-149.756477,26/05/2019,78.96,155,121,470.194,2.508,3704.712305,1,2.69,species,1.81,species,30.5
MOO19_F753,Tetraodontidae,Canthigaster,Canthigaster solandri,Moorea,Mayor,Lagoon,-17.508779,-149.756477,26/05/2019,16.9,85,60,262.921,1.5668,1294.162201,2,3.03,species,2.18,species,11.5
MOO19_F754,Tetraodontidae,Canthigaster,Canthigaster solandri,Moorea,Mayor,Lagoon,-17.508779,-149.756477,26/05/2019,10.43,70,53,275.966,1.8296,1586.213358,2,3.03,species,2.18,species,11.5
MOO19_F755,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,Mayor,Lagoon,-17.508779,-149.756477,26/05/2019,189.8,265,193,117.398,5.8489,2157.171964,6,3.47,species,3.89,species,43
MOO19_F756,Labridae,Cheilinus,Cheilinus chlorourus,Moorea,Mayor,Lagoon,-17.508779,-149.756477,26/05/2019,135.3,200,149,72.753,4.4099,1007.928024,7,3.46,species,2.39,species,45
MOO19_F757,Labridae,Cheilinus,Cheilinus chlorourus,Moorea,Mayor,Lagoon,-17.508779,-149.756477,26/05/2019,61.5,150,119,93.367,3.97,1164.484693,7,3.46,species,2.39,species,45
MOO19_F758,Siganidae,Siganus,Siganus spinus,Moorea,Mayor,Lagoon,-17.508779,-149.756477,26/05/2019,136.8,192,145,611.724,5.6934,10941.50566,2,2.04,species,2.67,species,28
MOO19_F759,Mugilidae,Ellochelon,Ellochelon vaigiensis,Moorea,Mayor,Lagoon,-17.508779,-149.756477,26/05/2019,610,392,290,747.718,5.7717,13557.86976,2,2.18,species,3.98,species,63
