id,family,genus,species,location,weight,tl,sl,delta15N,troph
MOO18_F478,Pomacentridae,Dascyllus,Dascyllus trimaculatus,Moorea,46.4,120,92,8.92,2.8
MOO18_F479,Pomacentridae,Dascyllus,Dascyllus trimaculatus,Moorea,57.1,126,95,9.58,2.8
MOO18_F480,Lutjanidae,Lutjanus,Lutjanus kasmira,Moorea,251,264,195,10.75,3.78
MOO18_F481,Acanthuridae,Naso,Naso lituratus,Moorea,106.3,190,153,7.23,2.32
MOO18_F482,Lutjanidae,Lutjanus,Lutjanus kasmira,Moorea,141.4,221,175,11.29,3.78
MOO18_F483,Acanthuridae,Naso,Naso lituratus,Moorea,121.6,187,149,6.91,2.32
MOO18_F484,Chaetodontidae,Forcipiger,Forcipiger flavissimus,Moorea,47.1,160,136,10.15,3.38
MOO18_F485,Acanthuridae,Naso,Naso lituratus,Moorea,122.5,181,147,7.16,2.32
MOO18_F486,Chaetodontidae,Heniochus,Heniochus chrysostomus,Moorea,63.4,136,119,11.23,3.34
MOO18_F487,Aulostomidae,Aulostomus,Aulostomus chinensis,Moorea,76.5,365,307,9.24,4.24
MOO18_F488,Holocentridae,Sargocentron,Sargocentron tiere,Moorea,127.7,203,164,11.72,4.18
MOO18_F489,Chaetodontidae,Chaetodon,Chaetodon unimaculatus,Moorea,40.7,115,94,9.67,3.21
MOO18_F490,Chaetodontidae,Chaetodon,Chaetodon quadrimaculatus,Moorea,72.4,100,81,9.79,3.55
MOO18_F491,Chaetodontidae,Forcipiger,Forcipiger flavissimus,Moorea,37.7,150,124,11.17,3.38
MOO18_F492,Pomacentridae,Dascyllus,Dascyllus flavicaudus,Moorea,25.7,94,74,9.08,2.94
MOO18_F494,Pomacentridae,Dascyllus,Dascyllus flavicaudus,Moorea,30.9,106,82,9.48,2.94
MOO18_F495,Labridae,Calotomus,Calotomus carolinus,Moorea,NA,386,295,7.24,2
MOO18_F496,Acanthuridae,Acanthurus,Acanthurus triostegus,Moorea,76.9,156,124,7.56,2.78
MOO18_F497,Labridae,Calotomus,Calotomus carolinus,Moorea,NA,410,344,7.16,2
MOO18_F498,Pomacanthidae,Pygoplites,Pygoplites diacanthus,Moorea,189.3,191,151,10.2,2.69
MOO18_F500,Labridae,Scarus,Scarus schlegeli,Moorea,NA,271,235,6.46,2.75
MOO18_F501,Labridae,Halichoeres,Halichoeres hortulanus,Moorea,82.7,185,149,9.3,3.4
MOO18_F502,Labridae,Scarus,Scarus schlegeli,Moorea,NA,279,213,6.41,2.75
MOO18_F503,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Moorea,25.6,109,88,9.51,2.98
MOO18_F504,Lutjanidae,Lutjanus,Lutjanus fulvus,Moorea,190.5,231,177,10.23,3.66
MOO18_F506,Labridae,Coris,Coris gaimard,Moorea,369.6,287,232,8.57,3.4
MOO18_F507,Carangidae,Scomberoides,Scomberoides lysan,Moorea,233,356,282,9.45,4.04
MOO18_F511,Labridae,Scarus,Scarus schlegeli,Moorea,NA,301,242,7.71,2.75
MOO18_F512,Lutjanidae,Lutjanus,Lutjanus kasmira,Moorea,294.3,265,214,10.73,3.78
MOO18_F517,Lutjanidae,Lutjanus,Lutjanus fulvus,Moorea,239.9,255,201,10.64,3.66
MOO18_F518,Acanthuridae,Acanthurus,Acanthurus achilles,Moorea,241.5,222,173,7.93,2
MOO18_F519,Acanthuridae,Acanthurus,Acanthurus guttatus,Moorea,143,167,128,7.09,2
MOO18_F520,Acanthuridae,Acanthurus,Acanthurus lineatus,Moorea,204.7,236,180,6.55,2
MOO18_F521,Acanthuridae,Acanthurus,Acanthurus lineatus,Moorea,205.2,251,176,6.41,2
MOO18_F522,Acanthuridae,Acanthurus,Acanthurus guttatus,Moorea,161.7,181,143,5.97,2
MOO18_F523,Acanthuridae,Acanthurus,Acanthurus achilles,Moorea,195.3,216,163,8.15,2
MOO18_F524,Balistidae,Melichthys,Melichthys niger,Moorea,276.6,232,185,8.7,2.73
MOO18_F527,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Moorea,26.7,103,89,9.24,2.98
MOO18_F531,Labridae,Scarus,Scarus schlegeli,Moorea,490,300,233,6.64,2.75
MOO18_F532,Labridae,Scarus,Scarus forsteni,Moorea,352.1,261,205,7.02,2
MOO18_F533,Labridae,Calotomus,Calotomus carolinus,Moorea,284.1,261,195,7.71,2
MOO18_F534,Acanthuridae,Acanthurus,Acanthurus olivaceus,Moorea,239.1,260,175,7.15,2.26
MOO18_F535,Acanthuridae,Acanthurus,Acanthurus lineatus,Moorea,216.1,248,172,7.26,2
MOO18_F536,Acanthuridae,Acanthurus,Acanthurus achilles,Moorea,180.3,206,160,7.61,2
MOO18_F537,Acanthuridae,Acanthurus,Acanthurus olivaceus,Moorea,174.7,265,169,7.77,2.26
MOO18_F538,Chaetodontidae,Chaetodon,Chaetodon ephippium,Moorea,112.9,191,158,8.29,3.01
MOO18_F540,Chaetodontidae,Chaetodon,Chaetodon reticulatus,Moorea,55.6,123,96,9.56,2.63
MOO18_F541,Labridae,Novaculichthys,Novaculichthys taeniourus,Moorea,347.2,281,255,9.7,3.25
MOO18_F542,Kyphosidae,Kyphosus,Kyphosus vaigiensis,Moorea,319.3,266,210,7.38,2.83
MOO18_F543,Lethrinidae,Monotaxis,Monotaxis grandoculis,Moorea,325,265,204,11.38,3.4
MOO18_F544,Balistidae,Odonus,Odonus niger,Moorea,111.2,218,144,9.76,3.22
MOO18_F545,Balistidae,Melichthys,Melichthys niger,Moorea,253.9,234,183,7.61,2.73
MOO18_F547,Balistidae,Melichthys,Melichthys niger,Moorea,266.9,235,181,8.39,2.73
MOO18_F549,Monacanthidae,Cantherhines,Cantherhines sandwichiensis,Moorea,65.1,150,122,7.96,2.66
MOO18_F552,Labridae,Chlorurus,Chlorurus microrhinos,Moorea,764,360,272,7.56,2.12
MOO18_F553,Labridae,Calotomus,Calotomus carolinus,Moorea,538,311,248,8.11,2
MOO18_F554,Labridae,Calotomus,Calotomus carolinus,Moorea,558,302,224,8.85,2
MOO18_F556,Pomacanthidae,Pomacanthus,Pomacanthus imperator,Moorea,593,281,232,9.73,2.7
MOO18_F557,Monacanthidae,Cantherhines,Cantherhines sandwichiensis,Moorea,93.6,161,139,8.3,2.66
MOO18_F558,Acanthuridae,Acanthurus,Acanthurus lineatus,Moorea,178.8,241,173,6.44,2
MOO18_F559,Monacanthidae,Cantherhines,Cantherhines sandwichiensis,Moorea,75.4,159,125,7.82,2.66
MOO18_F560,Acanthuridae,Acanthurus,Acanthurus guttatus,Moorea,159,182,140,7.54,2
MOO18_F561,Chaetodontidae,Chaetodon,Chaetodon quadrimaculatus,Moorea,36.1,127,107,10.07,3.55
MOO18_F562,Balistidae,Melichthys,Melichthys niger,Moorea,265.2,231,175,9.36,2.73
MOO18_F563,Lethrinidae,Gnathodentex,Gnathodentex aureolineatus,Moorea,157,231,171,10.66,3.65
MOO18_F564,Pomacentridae,Abudefduf,Abudefduf septemfasciatus,Moorea,129.5,167,124,8.4,3.01
MOO18_F565,Aulostomidae,Aulostomus,Aulostomus chinensis,Moorea,154.9,442,379,9.82,4.24
MOO18_F566,Lutjanidae,Aphareus,Aphareus furca,Moorea,466,366,266,10.59,4.14
MOO18_F567,Aulostomidae,Aulostomus,Aulostomus chinensis,Moorea,153.7,421,369,9.91,4.24
MOO18_F573,Diodontidae,Diodon,Diodon hystrix,Moorea,1442,383,309,12.61,3.61
MOO18_F574,Tetraodontidae,Arothron,Arothron meleagris,Moorea,515,256,203,8.33,3.06
MOO18_F576,Cirrhitidae,Paracirrhites,Paracirrhites forsteri,Moorea,30.1,124,95,10.82,4.3
MOO18_F578,Pomacentridae,Dascyllus,Dascyllus trimaculatus,Moorea,51.3,135,100,9.05,2.8
MOO18_F579,Pomacentridae,Chromis,Chromis xanthura,Moorea,47,158,112,5.4,3.4
MOO18_F581,Lutjanidae,Aphareus,Aphareus furca,Moorea,342.3,324,243,10.32,4.14
MOO18_F582,Acanthuridae,Naso,Naso vlamingii,Moorea,231.5,355,195,8.39,2.16
MOO18_F583,Labridae,Coris,Coris gaimard,Moorea,36.6,149,119,8.94,3.4
MOO18_F584,Serranidae,Pseudanthias,Pseudanthias pascalus,Moorea,19,147,95,7.93,3.33
MOO18_F585,Labridae,Novaculichthys,Novaculichthys taeniourus,Moorea,27.3,242,207,9.97,3.25
MOO18_F586,Lethrinidae,Monotaxis,Monotaxis grandoculis,Moorea,437,290,222,9.35,3.4
MOO18_F587,Labridae,Coris,Coris aygula,Moorea,486,299,251,8.59,3.73
MOO18_F588,Pomacentridae,Dascyllus,Dascyllus trimaculatus,Moorea,52.5,131,99,9.27,2.8
MOO18_F589,Acanthuridae,Acanthurus,Acanthurus pyroferus,Moorea,36.3,130,94,7.51,2
MOO18_F590,Serranidae,Pseudanthias,Pseudanthias pascalus,Moorea,18,143,90,8.42,3.33
MOO18_F594,Lutjanidae,Lutjanus,Lutjanus kasmira,Moorea,126.1,213,166,9.8,3.78
MOO18_F595,Pomacanthidae,Centropyge,Centropyge flavissima,Moorea,19.9,94,72,9.35,2.75
MOO18_F597,Pomacanthidae,Centropyge,Centropyge flavissima,Moorea,18.2,87,72,10.19,2.75
MOO18_F598,Labridae,Cheilinus,Cheilinus oxycephalus,Moorea,32.5,130,93,11.5,3.67
MOO18_F599,Pomacentridae,Chromis,Chromis xanthura,Moorea,41.1,155,106,9.84,3.4
MOO18_F600,Labridae,Scarus,Scarus forsteni,Moorea,733,382,275,9.14,2
MOO18_F602,Acanthuridae,Naso,Naso lituratus,Moorea,283.8,356,203,8.96,2.32
MOO18_F603,Labridae,Coris,Coris aygula,Moorea,366.5,295,247,10.41,3.73
MOO18_F604,Pomacentridae,Dascyllus,Dascyllus trimaculatus,Moorea,54.4,132,100,10.66,2.8
MOO18_F605,Acanthuridae,Zebrasoma,Zebrasoma velifer,Moorea,142.1,218,169,8.03,2
MOO18_F608,Chaetodontidae,Chaetodon,Chaetodon unimaculatus,Moorea,43.3,124,100,11.08,3.21
MOO18_F610,Acanthuridae,Acanthurus,Acanthurus pyroferus,Moorea,43.6,136,99,7.63,2
MOO18_F611,Monacanthidae,Amanses,Amanses scopas,Moorea,62.4,132,100,9.8,3.05
MOO18_F612,Acanthuridae,Zebrasoma,Zebrasoma velifer,Moorea,348.9,259,212,7.69,2
MOO18_F613,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,221.4,297,224,9.31,3.47
MOO18_F614,Apogonidae,Cheilodipterus ,Cheilodipterus macrodon,Moorea,138.4,237,183,11.55,4.01
MOO18_F615,Chaetodontidae,Chaetodon,Chaetodon ulietensis,Moorea,89.8,155,126,9.77,2.71
MOO18_F618,Holocentridae,Myripristis,Myripristis kuntee,Moorea,69.4,174,133,10.82,3.1
MOO18_F619,Chaetodontidae,Chaetodon,Chaetodon quadrimaculatus,Moorea,26.8,97,79,10.23,3.55
MOO18_F620,Labridae,Calotomus,Calotomus carolinus,Moorea,1180,384,298,8.46,2
MOO18_F621,Labridae,Anampses,Anampses caeruleopunctatus,Moorea,181,225,182,9.21,3.37
MOO18_F622,Chaetodontidae,Forcipiger,Forcipiger flavissimus,Moorea,33.1,142,122,11.34,3.38
MOO18_F624,Chaetodontidae,Chaetodon,Chaetodon ulietensis,Moorea,62.2,137,114,10.52,2.71
MOO18_F626,Acanthuridae,Acanthurus,Acanthurus guttatus,Moorea,140.4,163,128,7.72,2
MOO18_F630,Pomacanthidae,Centropyge,Centropyge bispinosa,Moorea,18.2,84,69,8.78,2.75
MOO18_F631,Bothidae,Bothus,Bothus mancus,Moorea,551,366,309,10.68,4.12
MOO18_F634,Labridae,Novaculichthys,Novaculichthys taeniourus,Moorea,432,293,248,9.2,3.25
MOO18_F635,Mugilidae,Ellochelon,Ellochelon vaigiensis,Moorea,418,343,260,9.35,2.18
MOO18_F636,Labridae,Cheilinus,Cheilinus trilobatus,Moorea,206.4,247,189,9.98,3.92
MOO18_F639,Aulostomidae,Aulostomus,Aulostomus chinensis,Moorea,389,560,488,10.77,4.24
MOO18_F640,Aulostomidae,Aulostomus,Aulostomus chinensis,Moorea,161,435,390,10.32,4.24
MOO18_F641,Fistulariidae,Fistularia,Fistularia commersonii,Moorea,671,985,902,11.35,4.28
MOO18_F642,Labridae,Scarus,Scarus forsteni,Moorea,365.4,315,224,8.22,2
MOO18_F643,Acanthuridae,Acanthurus,Acanthurus achilles,Moorea,223.6,217,159,6.66,2
MOO18_F644,Acanthuridae,Naso,Naso brevirostris,Moorea,246.6,277,231,9.88,2.22
MOO18_F645,Acanthuridae,Acanthurus,Acanthurus guttatus,Moorea,143.5,190,148,6.68,2
MOO18_F646,Monacanthidae,Cantherhines,Cantherhines sandwichiensis,Moorea,70.9,150,124,9.17,2.66
MOO18_F647,Monacanthidae,Cantherhines,Cantherhines sandwichiensis,Moorea,78.4,154,129,9.07,2.66
MOO18_F649,Mullidae,Parupeneus,Parupeneus insularis,Moorea,523,311,246,10.54,3.88
MOO18_F650,Acanthuridae,Naso,Naso brevirostris,Moorea,421,318,282,11.14,2.22
MOO18_F652,Labridae,Scarus,Scarus forsteni,Moorea,255.3,246,194,9.5,2
MOO18_F654,Chaetodontidae,Chaetodon,Chaetodon lunulatus,Moorea,50.1,114,99,9.92,3.34
MOO18_F655,Chaetodontidae,Chaetodon,Chaetodon lunulatus,Moorea,57.7,126,102,10.74,3.34
MOO18_F656,Chaetodontidae,Forcipiger,Forcipiger flavissimus,Moorea,48.4,409,125,10.44,3.38
MOO18_F657,Pomacentridae,Abudefduf,Abudefduf sexfasciatus,Moorea,84.8,165,122,9.95,2.7
MOO18_F659,Balistidae,Rhinecanthus,Rhinecanthus aculeatus,Moorea,132.1,182,137,9.05,3.22
MOO18_F660,Mullidae,Parupeneus,Parupeneus barberinus,Moorea,994,440,343,10.05,3.44
MOO18_F662,Labridae,Coris,Coris aygula,Moorea,1013,391,331,8.23,3.73
MOO18_F663,Tetraodontidae,Arothron,Arothron meleagris,Moorea,571,269,195,9.62,3.06
MOO18_F664,Muraenidae,Gymnothorax,Gymnothorax javanicus,Moorea,4642,1200,1200,9.26,3.87
MOO18_F665,Tetraodontidae,Arothron,Arothron meleagris,Moorea,80.9,141,105,9.56,3.06
MOO18_F666,Chaetodontidae,Chaetodon,Chaetodon auriga,Moorea,133.2,176,144,9.99,3.13
MOO18_F670,Balistidae,Rhinecanthus,Rhinecanthus aculeatus,Moorea,156.7,188,155,8.15,3.22
MOO18_F671,Chaetodontidae,Chaetodon,Chaetodon lunulatus,Moorea,55.1,135,114,9.83,3.34
MOO18_F673,Holocentridae,Sargocentron,Sargocentron spiniferum,Moorea,171.5,226,168,9.97,3.8
MOO18_F674,Chaetodontidae,Chaetodon,Chaetodon lunulatus,Moorea,50.5,128,109,8.87,3.34
MOO18_F676,Lethrinidae,Gnathodentex,Gnathodentex aureolineatus,Moorea,181.3,252,190,9.04,3.65
MOO18_F677,Labridae,Cheilinus,Cheilinus trilobatus,Moorea,105.5,192,140,9.3,3.92
MOO18_F678,Pomacentridae,Dascyllus,Dascyllus trimaculatus,Moorea,43.6,122,88,10.17,2.8
MOO18_F679,Pinguipedidae,Parapercis,Parapercis millepunctata,Moorea,13.2,119,104,8.65,3.63
MOO18_F680,Ostraciidae,Ostracion,Ostracion meleagris,Moorea,36.3,121,97,8.62,2.71
MOO18_F682,Acanthuridae,Naso,Naso unicornis,Moorea,NA,670,450,9.15,2.17
MOO18_F683,Scombridae,Gymnosarda,Gymnosarda unicolor,Moorea,NA,755,645,12,4.5
MOO18_F685,Syphraenidae,Sphyraena,Sphyraena barracuda,Moorea,NA,761,625,11.52,4.5
MOO18_F686,Labridae,Scarus,Scarus rubroviolaceus,Moorea,1047,415,394,8.61,2
MOO18_F687,Acanthuridae,Acanthurus,Acanthurus lineatus,Moorea,165.6,222,166,7.89,2
MOO18_F688,Acanthuridae,Acanthurus,Acanthurus lineatus,Moorea,161.2,240,165,7.99,2
MOO18_F689,Chaetodontidae,Chaetodon,Chaetodon ephippium,Moorea,98.8,181,150,10.76,3.01
MOO18_F694,Monacanthidae,Cantherhines,Cantherhines sandwichiensis,Moorea,102,172,131,8.15,2.66
MOO18_F696,Chaetodontidae,Chaetodon,Chaetodon quadrimaculatus,Moorea,35.7,120,99,10.5,3.55
MOO18_F697,Chaetodontidae,Chaetodon,Chaetodon quadrimaculatus,Moorea,42.3,129,100,10.9,3.55
MOO18_F698,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Moorea,22.8,113,90,10.21,2.98
MOO18_F699,Lethrinidae,Gnathodentex,Gnathodentex aureolineatus,Moorea,132,230,178,11.87,3.65
MOO18_F700,Lethrinidae,Gnathodentex,Gnathodentex aureolineatus,Moorea,155.6,214,165,10.75,3.65
MOO18_F704,Acanthuridae,Naso,Naso unicornis,Moorea,NA,560,415,7.28,2.17
MOO18_F705,Chaetodontidae,Chaetodon,Chaetodon auriga,Moorea,123.2,167,142,9.79,3.13
MOO18_F707,Holocentridae,Myripristis,Myripristis violacea,Moorea,122.9,203,156,10.79,3.45
MOO18_F708,Holocentridae,Myripristis,Myripristis violacea,Moorea,137.7,197,150,10.54,3.45
MOO18_F709,Holocentridae,Myripristis,Myripristis violacea,Moorea,125.3,210,162,10.64,3.45
MOO18_F710,Holocentridae,Myripristis,Myripristis violacea,Moorea,128,198,148,10.52,3.45
MOO18_F712,Chaetodontidae,Chaetodon,Chaetodon trifascialis,Moorea,34.9,129,107,10.76,3.34
MOO18_F717,Aulostomidae,Aulostomus,Aulostomus chinensis,Moorea,344,623,541,10.52,4.24
MOO18_F719,Chaetodontidae,Chaetodon,Chaetodon auriga,Moorea,92.2,186,144,9.21,3.13
MOO18_F720,Chaetodontidae,Chaetodon,Chaetodon auriga,Moorea,80.6,205,139,10.92,3.13
MOO18_F722,Holocentridae,Myripristis,Myripristis violacea,Moorea,113.1,189,144,11.02,3.45
MOO18_F723,Holocentridae,Myripristis,Myripristis violacea,Moorea,175,205,153,10.74,3.45
MOO18_F724,Holocentridae,Myripristis,Myripristis violacea,Moorea,152.2,213,159,11.2,3.45
MOO18_F725,Holocentridae,Sargocentron,Sargocentron spiniferum,Moorea,413,275,220,11.95,3.8
AB_SE_MO_03_16_001,Pomacentridae,Abudefduf,Abudefduf sexfasciatus,Moorea,3.9,64.067,44.981,8.583196912,2.7
AB_SE_MO_03_16_002,Pomacentridae,Abudefduf,Abudefduf sexfasciatus,Moorea,3.8,61.315,42.781,8.596898112,2.7
AB_SE_MO_03_16_003,Pomacentridae,Abudefduf,Abudefduf sexfasciatus,Moorea,3,56.104,39.615,8.652551892,2.7
AB_SE_MO_03_16_004,Pomacentridae,Abudefduf,Abudefduf sexfasciatus,Moorea,1.7,51.616,36.457,8.64559517,2.7
AB_SE_MO_03_16_005,Pomacentridae,Abudefduf,Abudefduf sexfasciatus,Moorea,2.1,50.584,37.376,8.881129915,2.7
AC_TR_MO_03_16_001,Acanthuridae,Acanthurus,Acanthurus triostegus,Moorea,4.3,56.986,47.323,6.901445471,2.78
AC_TR_MO_03_16_002,Acanthuridae,Acanthurus,Acanthurus triostegus,Moorea,2.7,50.787,40.242,7.019709752,2.78
AC_TR_MO_03_16_006,Acanthuridae,Acanthurus,Acanthurus triostegus,Moorea,119.1,193.544,154.85,7.404317122,2.78
AC_TR_MO_03_16_007,Acanthuridae,Acanthurus,Acanthurus triostegus,Moorea,84.5,174.304,146.82,7.714248025,2.78
AC_TR_MO_03_16_008,Acanthuridae,Acanthurus,Acanthurus triostegus,Moorea,64.7,153.329,123.676,7.618531121,2.78
AC_TR_MO_03_16_009,Acanthuridae,Acanthurus,Acanthurus triostegus,Moorea,78,166.661,137.536,8.087069739,2.78
AC_TR_MO_03_16_010,Acanthuridae,Acanthurus,Acanthurus triostegus,Moorea,93.6,175.722,137.86,7.529538126,2.78
AC_TR_MO_03_16_011,Acanthuridae,Acanthurus,Acanthurus triostegus,Moorea,54.7,147.175,118.565,7.624944605,2.78
AC_TR_MO_03_16_012,Acanthuridae,Acanthurus,Acanthurus triostegus,Moorea,106.5,180.446,146.825,7.140572807,2.78
AC_TR_MO_03_16_013,Acanthuridae,Acanthurus,Acanthurus triostegus,Moorea,123,188.877,153.409,8.212217869,2.78
AC_TR_MO_03_16_014,Acanthuridae,Acanthurus,Acanthurus triostegus,Moorea,107.3,174.348,142.726,7.81468811,2.78
AC_TR_MO_03_16_015,Acanthuridae,Acanthurus,Acanthurus triostegus,Moorea,84.6,153.409,126.488,7.953476554,2.78
AC_TR_MO_03_16_016,Acanthuridae,Acanthurus,Acanthurus triostegus,Moorea,113.6,171.356,136.316,7.034498781,2.78
BA_UN_MO_03_16_001,Balistidae,Balistapus,Balistapus undulatus,Moorea,451.5,283.016,241.13,11.65332328,3.37
BA_UN_MO_03_16_002,Balistidae,Balistapus,Balistapus undulatus,Moorea,131.7,189.435,157.043,11.99753454,3.37
BA_UN_MO_03_16_003,Balistidae,Balistapus,Balistapus undulatus,Moorea,145.3,203.955,172.904,12.00150239,3.37
BA_UN_MO_03_16_004,Balistidae,Balistapus,Balistapus undulatus,Moorea,146.6,192.429,166.809,12.3308342,3.37
BA_UN_MO_03_16_005,Balistidae,Balistapus,Balistapus undulatus,Moorea,137.1,199.545,169.371,11.60773253,3.37
BA_UN_MO_03_16_006,Balistidae,Balistapus,Balistapus undulatus,Moorea,118.6,173.895,146.861,13.8690444,3.37
BA_UN_MO_03_16_007,Balistidae,Balistapus,Balistapus undulatus,Moorea,55.2,141.016,117.781,12.95973892,3.37
BA_UN_MO_03_16_008,Balistidae,Balistapus,Balistapus undulatus,Moorea,52.5,138.15,117.478,11.37741373,3.37
BA_UN_MO_03_16_009,Balistidae,Balistapus,Balistapus undulatus,Moorea,43.3,130.434,109.617,12.43927314,3.37
BA_UN_MO_03_16_010,Balistidae,Balistapus,Balistapus undulatus,Moorea,48.9,129.06,105.308,13.31882963,3.37
BA_UN_MO_03_16_011,Balistidae,Balistapus,Balistapus undulatus,Moorea,30.4,117.184,94.72,13.1412682,3.37
BA_UN_MO_03_16_012,Balistidae,Balistapus,Balistapus undulatus,Moorea,22.3,106.739,88.138,13.53210174,3.37
BA_UN_MO_03_16_013,Balistidae,Balistapus,Balistapus undulatus,Moorea,7.7,70.396,57.376,11.9499203,3.37
BO_MA_MO_03_16_001,Bothidae,Bothus,Bothus mancus,Moorea,140.1,236.481,202.424,7.759172732,4.12
BO_MA_MO_03_16_002,Bothidae,Bothus,Bothus mancus,Moorea,109.7,219.503,180.898,7.623358325,4.12
BO_MA_MO_03_16_003,Bothidae,Bothus,Bothus mancus,Moorea,70.5,177.881,152.389,7.257551639,4.12
BO_MA_MO_03_16_004,Bothidae,Bothus,Bothus mancus,Moorea,7.5,89.433,73.659,8.083342885,4.12
BO_MA_MO_03_16_005,Bothidae,Bothus,Bothus mancus,Moorea,6,84.082,69.716,7.7046487,4.12
BO_MA_MO_03_16_006,Bothidae,Bothus,Bothus mancus,Moorea,5.5,83.941,71.124,8.368850543,4.12
BO_MA_MO_03_16_007,Bothidae,Bothus,Bothus mancus,Moorea,3.2,70.561,59.716,8.835774525,4.12
CA_ME_MO_03_16_001,Carangidae,Caranx,Caranx melampygus,Moorea,627,368.809,304.728,12.30085591,4.28
CA_ME_MO_03_16_002,Carangidae,Caranx,Caranx melampygus,Moorea,10,84.901,75.058,11.2156072,4.28
CA_ME_MO_03_16_005,Carangidae,Caranx,Caranx melampygus,Moorea,4218.8,712.497,600.227,11.16841174,4.28
CA_ME_MO_03_16_006,Carangidae,Caranx,Caranx melampygus,Moorea,485.4,421.676,337.565,7.610470827,4.28
CA_ME_MO_03_16_007,Carangidae,Caranx,Caranx melampygus,Moorea,714.3,367.782,293.573,11.60956073,4.28
CA_ME_MO_03_16_008,Carangidae,Caranx,Caranx melampygus,Moorea,162.3,392.49,316.426,12.4294039,4.28
CE_AR_MO_03_16_001,Serranidae,Cephalopholis,Cephalopholis argus,Moorea,651.3,329.25,287.684,12.62499689,4.16
CE_AR_MO_03_16_002,Serranidae,Cephalopholis,Cephalopholis argus,Moorea,149.9,221.36,190.968,13.65053295,4.16
CE_AR_MO_03_16_003,Serranidae,Cephalopholis,Cephalopholis argus,Moorea,113.7,199.998,177.6,13.73692218,4.16
CE_AR_MO_03_16_004,Serranidae,Cephalopholis,Cephalopholis argus,Moorea,144.1,206.128,181.319,14.02811071,4.16
CE_AR_MO_03_16_005,Serranidae,Cephalopholis,Cephalopholis argus,Moorea,65.7,162.996,144.667,12.90369673,4.16
CE_AR_MO_03_16_016,Serranidae,Cephalopholis,Cephalopholis argus,Moorea,201.8,240.855,207.036,11.99158276,4.16
CE_AR_MO_03_16_016b,Serranidae,Cephalopholis,Cephalopholis argus,Moorea,725.9,356.794,309.716,12.79975229,4.16
CE_AR_MO_03_16_017,Serranidae,Cephalopholis,Cephalopholis argus,Moorea,139.7,214.746,183.579,11.93008103,4.16
CE_AR_MO_03_16_017b,Serranidae,Cephalopholis,Cephalopholis argus,Moorea,399,314.639,279.55,12.28594864,4.16
CE_AR_MO_03_16_018,Serranidae,Cephalopholis,Cephalopholis argus,Moorea,19.7,120.101,104.11,9.987816923,4.16
CE_FL_MO_03_16_001,Pomacanthidae,Centropyge,Centropyge flavissima,Moorea,19,97.487,79.81,10.15023485,2.75
CE_FL_MO_03_16_002,Pomacanthidae,Centropyge,Centropyge flavissima,Moorea,19.1,96.232,78.136,11.56543096,2.75
CE_FL_MO_03_16_003,Pomacanthidae,Centropyge,Centropyge flavissima,Moorea,17.4,93.512,78.555,10.86081436,2.75
CE_FL_MO_03_16_004,Pomacanthidae,Centropyge,Centropyge flavissima,Moorea,14.5,82.739,70.814,10.52007144,2.75
CH_AU_MO_03_16_001,Chaetodontidae,Chaetodon,Chaetodon auriga,Moorea,5.8,65.043,56.423,8.409066606,3.13
CH_AU_MO_03_16_002,Chaetodontidae,Chaetodon,Chaetodon auriga,Moorea,5.3,63.664,55.706,8.339499382,3.13
CH_AU_MO_03_16_003,Chaetodontidae,Chaetodon,Chaetodon auriga,Moorea,4,58.072,49.468,8.118871899,3.13
CH_AU_MO_03_16_004,Chaetodontidae,Chaetodon,Chaetodon auriga,Moorea,2.2,45.238,38.786,7.972780727,3.13
CH_CH_MO_03_16_001,Labridae,Cheilinus,Cheilinus chlorourus,Moorea,69.4,157.453,134.614,9.051072706,3.46
CH_CH_MO_03_16_002,Labridae,Cheilinus,Cheilinus chlorourus,Moorea,22.7,111.441,94.66,8.928833155,3.46
CH_CH_MO_03_16_003,Labridae,Cheilinus,Cheilinus chlorourus,Moorea,15.1,96.81,84.077,8.683360234,3.46
CH_CH_MO_03_16_004,Labridae,Cheilinus,Cheilinus chlorourus,Moorea,20.9,95.859,81.282,8.446831671,3.46
CH_CH_MO_03_16_005,Labridae,Cheilinus,Cheilinus chlorourus,Moorea,15.4,86.954,72.76,8.421986234,3.46
CH_CH_MO_03_16_006,Labridae,Cheilinus,Cheilinus chlorourus,Moorea,49.3,146.361,119.476,9.001329312,3.46
CH_CH_MO_03_16_007,Labridae,Cheilinus,Cheilinus chlorourus,Moorea,27.9,123.456,103.988,8.627591858,3.46
CH_CH_MO_03_16_008,Labridae,Cheilinus,Cheilinus chlorourus,Moorea,21.5,108.289,89.948,8.99438989,3.46
CH_CH_MO_03_16_009,Labridae,Cheilinus,Cheilinus chlorourus,Moorea,9.9,82.914,69.492,9.003312005,3.46
CH_CH_MO_03_16_010,Labridae,Cheilinus,Cheilinus chlorourus,Moorea,351.4,298.773,229.167,8.798103375,3.46
CH_CI_MO_03_16_001,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Moorea,29,109.453,92.442,9.582110388,2.98
