id,family,genus,species,location,weight,tl,sl,delta15N,troph
SA_MI_MO_03_16_014,Holocentridae,Sargocentron,Sargocentron microstoma,Moorea,45.7,163.766,137.599,12.45716159,3.61
SA_MI_MO_03_16_015,Holocentridae,Sargocentron,Sargocentron microstoma,Moorea,45.7,163.549,138.763,12.68616252,3.61
SA_MI_MO_03_16_017,Holocentridae,Sargocentron,Sargocentron microstoma,Moorea,33.6,132.237,113.086,12.78827116,3.61
SC_AL_MO_03_16_004,Labridae,Scarus,Scarus altipinnis,Moorea,295.9,265.141,236.847,5.148958624,2
SC_AL_MO_03_16_005,Labridae,Scarus,Scarus altipinnis,Moorea,660.6,349.08,303.785,6.611194024,2
SC_PS_MO_03_16_001,Labridae,Scarus,Scarus psittacus,Moorea,134.6,203.913,182.608,5.243757894,2
SC_PS_MO_03_16_002,Labridae,Scarus,Scarus psittacus,Moorea,136.8,200.01,172.464,5.212949552,2
SC_PS_MO_03_16_003,Labridae,Scarus,Scarus psittacus,Moorea,112.7,195.276,171.429,5.845017477,2
SC_PS_MO_03_16_004,Labridae,Scarus,Scarus psittacus,Moorea,8,77.285,65.335,5.72079029,2
SC_PS_MO_03_16_005,Labridae,Scarus,Scarus psittacus,Moorea,6.4,73.862,66.147,5.745635727,2
SC_PS_MO_03_16_006,Labridae,Scarus,Scarus psittacus,Moorea,5.9,74.497,63.298,6.160057622,2
SC_PS_MO_03_16_007,Labridae,Scarus,Scarus psittacus,Moorea,3.7,61.714,53.271,6.173971067,2
SC_PS_MO_03_16_008,Labridae,Scarus,Scarus psittacus,Moorea,4.7,63.116,54.996,5.965269393,2
SC_PS_MO_03_16_009,Labridae,Scarus,Scarus psittacus,Moorea,5,64.698,54.767,5.553828951,2
SC_PS_MO_03_16_010,Labridae,Scarus,Scarus psittacus,Moorea,3.5,67.38,57.566,6.108379112,2
SC_PS_MO_03_16_011,Labridae,Scarus,Scarus psittacus,Moorea,5,59.789,50.369,5.970238481,2
SC_PS_MO_03_16_012,Labridae,Scarus,Scarus psittacus,Moorea,NA,53.805,45.804,6.02589226,2
SI_SP_MO_03_16_001,Siganidae,Siganus,Siganus spinus,Moorea,150.2,253.672,205.904,6.060005629,2.04
SI_SP_MO_03_16_002,Siganidae,Siganus,Siganus spinus,Moorea,132.9,212.582,182.92,6.871918031,2.04
SI_SP_MO_03_16_005,Siganidae,Siganus,Siganus spinus,Moorea,103.9,196.658,165.425,7.510344877,2.04
SI_SP_MO_03_16_007,Siganidae,Siganus,Siganus spinus,Moorea,81.4,180.239,149.994,8.034766929,2.04
SI_SP_MO_03_16_008,Siganidae,Siganus,Siganus spinus,Moorea,148.3,220.861,185.417,9.38200619,2.04
ST_FA_MO_03_16_001,Pomacentridae,Stegastes,Stegastes fasciolatus,Moorea,9.2,84.278,65.701,10.50619259,2
ST_FA_MO_03_16_002,Pomacentridae,Stegastes,Stegastes fasciolatus,Moorea,6.8,77.671,61.096,10.71239257,2
ST_FA_MO_03_16_003,Pomacentridae,Stegastes,Stegastes fasciolatus,Moorea,7.3,82.665,61.998,11.23384058,2
ST_FA_MO_03_16_004,Pomacentridae,Stegastes,Stegastes fasciolatus,Moorea,7.3,NA,57.692,10.38822241,2
ST_FA_MO_03_16_005,Pomacentridae,Stegastes,Stegastes fasciolatus,Moorea,6.1,NA,56.55,11.08613002,2
ST_FA_MO_03_16_006,Pomacentridae,Stegastes,Stegastes fasciolatus,Moorea,8,NA,60.193,10.85217236,2
ST_FA_MO_03_16_007,Pomacentridae,Stegastes,Stegastes fasciolatus,Moorea,5.4,NA,46.773,10.68661757,2
ST_NI_MO_03_16_001,Pomacentridae,Stegastes,Stegastes nigricans,Moorea,56,138.094,106.293,8.480204618,2.93
ST_NI_MO_03_16_002,Pomacentridae,Stegastes,Stegastes nigricans,Moorea,45.1,130.706,104.241,8.693444708,2.93
ST_NI_MO_03_16_003,Pomacentridae,Stegastes,Stegastes nigricans,Moorea,40.5,132.396,103.981,8.477229174,2.93
ST_NI_MO_03_16_004,Pomacentridae,Stegastes,Stegastes nigricans,Moorea,51.6,126.091,102.221,9.103064045,2.93
ST_NI_MO_03_16_005,Pomacentridae,Stegastes,Stegastes nigricans,Moorea,28.4,112.159,90.039,7.832549831,2.93
ST_NI_MO_03_16_006,Pomacentridae,Stegastes,Stegastes nigricans,Moorea,8,79.997,60.144,8.289776258,2.93
ST_NI_MO_03_16_007,Pomacentridae,Stegastes,Stegastes nigricans,Moorea,4.6,68.823,55.465,7.787918184,2.93
ST_NI_MO_03_16_008,Pomacentridae,Stegastes,Stegastes nigricans,Moorea,4.2,60.66,47.167,8.282632036,2.93
ST_NI_MO_03_16_009,Pomacentridae,Stegastes,Stegastes nigricans,Moorea,2.8,54.627,42.436,8.014801949,2.93
ST_NI_MO_03_16_010,Pomacentridae,Stegastes,Stegastes nigricans,Moorea,3.1,57.814,45.772,7.863031567,2.93
TH_HA_MO_03_16_001,Labridae,Thalassoma,Thalassoma hardwicke,Moorea,15.2,105.951,90.131,8.489565823,3.5
TH_HA_MO_03_16_002,Labridae,Thalassoma,Thalassoma hardwicke,Moorea,3.2,64.371,56.047,7.905201138,3.5
TH_HA_MO_03_16_003,Labridae,Thalassoma,Thalassoma hardwicke,Moorea,1.1,45.406,39.082,7.802837936,3.5
